city,date,gender,match_referees,tv_umpires,first_umpire,second_umpire,win_by,win_with,result,player_of_match,team_1,team_2,elected_first,toss_winner,venue,mergeid
Wellington,2010-02-26,male,RS Madugalle,EA Watkin,GAV Baxter,BF Bowden,wickets,6.0,Australia,['MG Johnson'],New Zealand,Australia,bat,New Zealand,Westpac Stadium,314523145
Christchurch,2010-02-28,male,RS Madugalle,GAV Baxter,CB Gaffaney,AL Hill,,,tie,['BB McCullum'],New Zealand,Australia,bat,New Zealand,AMI Stadium,314623146
Birmingham,2010-07-05,male,J Srinath,Ahsan Raza,Aleem Dar,Asad Rauf,runs,23.0,Pakistan,['Umar Akmal'],Australia,Pakistan,bat,Pakistan,Edgbaston,314723147
Birmingham,2010-07-06,male,J Srinath,Ahsan Raza,Asad Rauf,Zameer Haider,runs,11.0,Pakistan,['Mohammad Amir'],Australia,Pakistan,bat,Pakistan,Edgbaston,314823148
Cardiff,2010-09-05,male,JJ Crowe,RK Illingworth,RA Kettleborough,NJ Llong,wickets,5.0,England,['MH Yardy'],England,Pakistan,field,England,Sophia Gardens,314923149
Cardiff,2010-09-07,male,JJ Crowe,RA Kettleborough,IJ Gould,RK Illingworth,wickets,6.0,England,['TT Bresnan'],England,Pakistan,bat,Pakistan,Sophia Gardens,315023150
,2009-11-12,male,AJ Pycroft,,Nadeem Ghauri,Zameer Haider,runs,49.0,Pakistan,['Imran Nazir'],New Zealand,Pakistan,field,New Zealand,Dubai International Cricket Stadium,315123151
,2009-11-13,male,AJ Pycroft,Ahsan Raza,Nadeem Ghauri,Zameer Haider,runs,7.0,Pakistan,['Umar Akmal'],New Zealand,Pakistan,bat,Pakistan,Dubai International Cricket Stadium,315223152
Nagpur,2009-12-09,male,JJ Crowe,SS Hazare,AM Saheba,SK Tarapore,runs,29.0,Sri Lanka,['KC Sangakkara'],India,Sri Lanka,field,India,"Vidarbha Cricket Association Stadium, Jamtha",315323153
Chandigarh,2009-12-12,male,JJ Crowe,S Asnani,SS Hazare,SK Tarapore,wickets,6.0,India,['Yuvraj Singh'],India,Sri Lanka,bat,Sri Lanka,"Punjab Cricket Association Stadium, Mohali",315423154
Trinidad,2010-02-28,male,RS Mahanama,GE Greaves,CR Duncan,NA Malcolm,runs,26.0,Zimbabwe,['AG Cremer'],West Indies,Zimbabwe,bat,Zimbabwe,"Queen's Park Oval, Port of Spain",315523155
Antigua,2010-05-19,male,RS Mahanama,CE Mack,CR Duncan,NA Malcolm,runs,13.0,South Africa,['R McLaren'],West Indies,South Africa,field,West Indies,"Sir Vivian Richards Stadium, North Sound",315623156
,2010-02-09,male,DT Jukes,,JJ Luck,SR Modi,runs,13.0,Afghanistan,['Mohammad Nabi'],Afghanistan,Ireland,field,Ireland,Dubai International Cricket Stadium,315723157
,2010-02-09,male,DT Jukes,,Aleem Dar,SR Modi,wickets,6.0,Netherlands,['B Zuiderent'],Canada,Netherlands,bat,Canada,Dubai International Cricket Stadium,315823158
,2010-02-10,male,Ishtiaq Ahmed,,JJ Luck,Sarika Prasad,wickets,9.0,Kenya,['AA Obanda'],Canada,Kenya,field,Kenya,Dubai International Cricket Stadium,315923159
,2010-02-11,male,DT Jukes,,Aleem Dar,PK Baldwin,runs,37.0,Ireland,['DT Johnston'],Ireland,Scotland,bat,Ireland,Dubai International Cricket Stadium,316023160
,2010-02-12,male,DT Jukes,,SR Modi,Sarika Prasad,wickets,4.0,Netherlands,['RN ten Doeschate'],Afghanistan,Netherlands,field,Netherlands,Dubai International Cricket Stadium,316123161
,2010-02-13,male,Ishtiaq Ahmed,,Aleem Dar,SR Modi,runs,65.0,Ireland,['AR Cusack'],Ireland,Netherlands,bat,Ireland,Dubai International Cricket Stadium,316223162
,2010-02-13,male,DT Jukes,,PK Baldwin,Sarika Prasad,wickets,8.0,Afghanistan,['Mohammad Shahzad'],Afghanistan,Ireland,bat,Ireland,Dubai International Cricket Stadium,316323163
,2010-02-19,male,RS Madugalle,Enamul Haque,EAR de Silva,HDPK Dharmasena,wickets,7.0,England,['EJG Morgan'],England,Pakistan,bat,Pakistan,Dubai International Cricket Stadium,316423164
,2010-02-20,male,RS Madugalle,HDPK Dharmasena,EAR de Silva,Enamul Haque,wickets,4.0,Pakistan,['Abdul Razzaq'],England,Pakistan,field,Pakistan,Dubai International Cricket Stadium,316523165
Perth,2010-10-31,male,BC Broad,SD Fry,BNJ Oxenford,PR Reiffel,wickets,7.0,Sri Lanka,['S Randiv'],Australia,Sri Lanka,bat,Australia,Western Australia Cricket Association Ground,316623166
,2011-01-12,male,RS Madugalle,PR Reiffel,SD Fry,BNJ Oxenford,wickets,1.0,England,['SR Watson'],Australia,England,bat,Australia,Adelaide Oval,316723167
,2011-01-14,male,RS Madugalle,SD Fry,BNJ Oxenford,PR Reiffel,runs,4.0,Australia,['AJ Finch'],Australia,England,bat,Australia,Melbourne Cricket Ground,316823168
Antigua,2010-05-20,male,RS Mahanama,GE Greaves,CR Duncan,NA Malcolm,runs,1.0,South Africa,['J Botha'],West Indies,South Africa,field,West Indies,"Sir Vivian Richards Stadium, North Sound",316923169
,2010-06-12,male,JJ Crowe,TJ Matibiri,O Chirombe,RB Tiffin,wickets,6.0,India,['YK Pathan'],Zimbabwe,India,field,India,Harare Sports Club,317023170
,2010-06-13,male,JJ Crowe,TJ Matibiri,O Chirombe,RB Tiffin,wickets,7.0,India,['SK Raina'],Zimbabwe,India,field,India,Harare Sports Club,317123171
Lauderhill,2010-05-22,male,AJ Pycroft,RJ Tucker,M Erasmus,IJ Gould,runs,28.0,New Zealand,['SB Styris'],New Zealand,Sri Lanka,bat,New Zealand,Central Broward Regional Park Stadium Turf Ground,317223172
Lauderhill,2010-05-23,male,AJ Pycroft,IJ Gould,M Erasmus,RJ Tucker,wickets,7.0,Sri Lanka,['KMDN Kulasekara'],New Zealand,Sri Lanka,bat,New Zealand,Central Broward Regional Park Stadium Turf Ground,317323173
Abu Dhabi,2010-10-27,male,AJ Pycroft,Ahsan Raza,Asad Rauf,Nadeem Ghauri,wickets,6.0,South Africa,['J Theron'],Pakistan,South Africa,bat,Pakistan,Sheikh Zayed Stadium,317423174
Bloemfontein,2010-10-08,male,RS Mahanama,S George,JD Cloete,BG Jerling,wickets,7.0,South Africa,['GC Smith'],South Africa,Zimbabwe,bat,Zimbabwe,OUTsurance Oval,317523175
Kimberley,2010-10-10,male,RS Mahanama,JD Cloete,S George,BG Jerling,runs,8.0,South Africa,['JP Duminy'],South Africa,Zimbabwe,bat,South Africa,De Beers Diamond Oval,317623176
Durban,2011-01-09,male,BC Broad,JD Cloete,M Erasmus,BG Jerling,runs,21.0,India,['RG Sharma'],South Africa,India,bat,India,Moses Mabhida Stadium,317723177
Auckland,2010-12-26,male,RS Mahanama,CB Gaffaney,BF Bowden,BG Frost,wickets,5.0,New Zealand,['TG Southee'],New Zealand,Pakistan,field,New Zealand,Eden Park,317823178
Hamilton,2010-12-28,male,RS Mahanama,BG Frost,GAV Baxter,CB Gaffaney,runs,39.0,New Zealand,['NL McCullum'],New Zealand,Pakistan,field,Pakistan,Seddon Park,317923179
Christchurch,2010-12-30,male,RS Mahanama,BG Frost,GAV Baxter,CB Gaffaney,runs,103.0,Pakistan,['Abdul Razzaq'],New Zealand,Pakistan,bat,Pakistan,AMI Stadium,318023180
Bristol,2011-06-25,male,AG Hurst,RJ Bailey,RA Kettleborough,NJ Llong,wickets,9.0,Sri Lanka,['DPMD Jayawardene'],England,Sri Lanka,field,Sri Lanka,County Ground,318123181
Manchester,2011-08-31,male,JJ Crowe,NJ Llong,RJ Bailey,RK Illingworth,wickets,6.0,England,['JW Dernbach'],England,India,bat,India,Old Trafford,318223182
Nelson,2010-12-30,female,BL Aldridge,DJ Walker,WR Knights,DG Paterson,wickets,4.0,Australia,['SJ Coyte'],New Zealand,Australia,bat,New Zealand,Saxton Oval,318323183
Abu Dhabi,2010-10-26,male,AJ Pycroft,Nadeem Ghauri,Ahsan Raza,Asad Rauf,wickets,6.0,South Africa,['JP Duminy'],Pakistan,South Africa,bat,Pakistan,Sheikh Zayed Stadium,318423184
St Lucia,2011-04-21,male,JJ Crowe,GO Brathwaite,NA Malcolm,PJ Nero,runs,7.0,West Indies,['D Bishoo'],West Indies,Pakistan,bat,West Indies,"Beausejour Stadium, Gros Islet",318523185
Trinidad,2011-06-04,male,JJ Crowe,JS Wilson,NA Malcolm,PJ Nero,runs,16.0,India,['S Badrinath'],West Indies,India,field,West Indies,"Queen's Park Oval, Port of Spain",318623186
Taunton,2011-06-26,female,DT Jukes,SJ O'Shaughnessy,PK Baldwin,TE Jesty,runs,46.0,England,['SC Taylor'],England,India,bat,England,County Ground,318723187
Cape Town,2011-10-13,male,J Srinath,S George,M Erasmus,AT Holdstock,wickets,5.0,Australia,['SR Watson'],South Africa,Australia,bat,South Africa,Newlands,318823188
Johannesburg,2011-10-16,male,J Srinath,M Erasmus,JD Cloete,S George,wickets,3.0,South Africa,['J Theron'],South Africa,Australia,bat,Australia,New Wanderers Stadium,318923189
,2011-08-06,male,J Srinath,REJ Martinesz,EAR de Silva,RSA Palliyaguruge,runs,35.0,Sri Lanka,['TM Dilshan'],Sri Lanka,Australia,field,Australia,Pallekele International Cricket Stadium,319023190
,2011-08-08,male,J Srinath,EAR de Silva,REJ Martinesz,RSA Palliyaguruge,runs,8.0,Sri Lanka,['BAW Mendis'],Sri Lanka,Australia,bat,Sri Lanka,Pallekele International Cricket Stadium,319123191
Sydney,2012-02-01,male,AJ Pycroft,SD Fry,BNJ Oxenford,PR Reiffel,runs,31.0,Australia,['MS Wade'],Australia,India,field,India,Stadium Australia,319223192
,2012-02-03,male,AJ Pycroft,PR Reiffel,SD Fry,BNJ Oxenford,wickets,8.0,India,['RA Jadeja'],Australia,India,bat,Australia,Melbourne Cricket Ground,319323193
Auckland,2012-02-11,male,DC Boon,CB Gaffaney,GAV Baxter,BG Frost,wickets,7.0,New Zealand,['MJ Guptill'],New Zealand,Zimbabwe,bat,Zimbabwe,Eden Park,319423194
Hamilton,2012-02-14,male,RS Mahanama,BG Frost,CB Gaffaney,AL Hill,wickets,5.0,New Zealand,['JEC Franklin'],New Zealand,Zimbabwe,bat,Zimbabwe,Seddon Park,319523195
Wellington,2012-02-17,male,RS Mahanama,CB Gaffaney,GAV Baxter,BG Frost,wickets,6.0,New Zealand,['MJ Guptill'],New Zealand,South Africa,field,New Zealand,Westpac Stadium,319623196
Hamilton,2012-02-19,male,RS Mahanama,BG Frost,GAV Baxter,CB Gaffaney,wickets,8.0,South Africa,['RE Levi'],New Zealand,South Africa,field,South Africa,Seddon Park,319723197
Auckland,2012-02-22,male,RS Mahanama,BG Frost,GAV Baxter,CB Gaffaney,runs,3.0,South Africa,['J Botha'],New Zealand,South Africa,field,New Zealand,Eden Park,319823198
Kolkata,2011-10-29,male,RS Mahanama,VA Kulkarni,S Asnani,S Ravi,wickets,6.0,England,['KP Pietersen'],India,England,bat,India,Eden Gardens,319923199
,2011-09-16,male,DC Boon,O Chirombe,TJ Matibiri,RB Tiffin,runs,85.0,Pakistan,['Mohammad Hafeez'],Zimbabwe,Pakistan,field,Zimbabwe,Harare Sports Club,320023200
,2011-09-18,male,DC Boon,RB Tiffin,O Chirombe,TJ Matibiri,runs,5.0,Pakistan,['Mohammad Hafeez'],Zimbabwe,Pakistan,bat,Pakistan,Harare Sports Club,320123201
London,2011-09-23,male,JJ Crowe,RK Illingworth,RJ Bailey,NJ Llong,wickets,10.0,England,['RS Bopara'],England,West Indies,field,England,Kennington Oval,320223202
London,2011-09-25,male,JJ Crowe,RJ Bailey,RK Illingworth,NJ Llong,runs,25.0,West Indies,['GE Mathurin'],England,West Indies,field,England,Kennington Oval,320323203
,2011-10-15,male,BC Broad,O Chirombe,TJ Matibiri,RB Tiffin,wickets,10.0,New Zealand,['BB McCullum'],Zimbabwe,New Zealand,field,New Zealand,Harare Sports Club,320423204
,2011-10-17,male,BC Broad,RB Tiffin,O Chirombe,TJ Matibiri,runs,34.0,New Zealand,['MJ Guptill'],Zimbabwe,New Zealand,field,Zimbabwe,Harare Sports Club,320523205
Potchefstroom,2011-10-29,female,D Govindjee,,R Ellis,CD Isaacs,,,no result,,South Africa,England,bat,South Africa,Senwes Park,320623206
Wellington,2012-02-17,female,,EA Watkin,CB Gaffaney,PD Jones,wickets,6.0,England,['A Shrubsole'],New Zealand,England,field,England,Westpac Stadium,320723207
Hamilton,2012-02-19,female,,EA Watkin,BG Frost,PD Jones,runs,48.0,England,['LA Marsh'],New Zealand,England,field,New Zealand,Seddon Park,320823208
Auckland,2012-02-22,female,,WR Knights,BG Frost,DJ Walker,runs,10.0,England,['JL Gunn'],New Zealand,England,field,New Zealand,Eden Park,320923209
Abu Dhabi,2011-11-25,male,AJ Pycroft,Shozab Raza,Ahsan Raza,Zameer Haider,wickets,5.0,Pakistan,['Aizaz Cheema'],Pakistan,Sri Lanka,bat,Sri Lanka,Sheikh Zayed Stadium,321023210
,2012-02-23,male,JJ Crowe,Zameer Haider,Ahsan Raza,Shozab Raza,runs,8.0,Pakistan,['Umar Gul'],England,Pakistan,field,England,Dubai International Cricket Stadium,321123211
,2012-02-25,male,JJ Crowe,Shozab Raza,Ahsan Raza,Zameer Haider,runs,38.0,England,['JM Bairstow'],England,Pakistan,bat,England,Dubai International Cricket Stadium,321223212
Abu Dhabi,2012-02-27,male,JJ Crowe,Ahsan Raza,Shozab Raza,Zameer Haider,runs,5.0,England,['KP Pietersen'],England,Pakistan,bat,England,Sheikh Zayed Stadium,321323213
Mirpur,2011-10-11,male,AJ Pycroft,Sharfuddoula,Enamul Haque,Nadir Shah,wickets,3.0,Bangladesh,['Mushfiqur Rahim'],Bangladesh,West Indies,field,Bangladesh,Shere Bangla National Stadium,321423214
Hambantota,2012-09-18,male,JJ Crowe,RA Kettleborough,IJ Gould,RJ Tucker,runs,82.0,Sri Lanka,['BAW Mendis'],Sri Lanka,Zimbabwe,field,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",321523215
Colombo,2012-09-19,male,RS Madugalle,Asad Rauf,Aleem Dar,HDPK Dharmasena,wickets,7.0,Australia,['SR Watson'],Australia,Ireland,bat,Ireland,R Premadasa Stadium,321623216
Colombo,2012-09-19,male,RS Madugalle,Aleem Dar,Asad Rauf,SJA Taufel,runs,23.0,India,['V Kohli'],Afghanistan,India,field,Afghanistan,R Premadasa Stadium,321723217
Hambantota,2012-09-20,male,JJ Crowe,IJ Gould,SJ Davis,RA Kettleborough,wickets,10.0,South Africa,['JH Kallis'],South Africa,Zimbabwe,field,South Africa,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",321823218
,2012-09-21,male,GF Labrooy,BNJ Oxenford,M Erasmus,NJ Llong,runs,59.0,New Zealand,['BB McCullum'],Bangladesh,New Zealand,field,Bangladesh,Pallekele International Cricket Stadium,321923219
Colombo,2012-09-21,male,RS Madugalle,Asad Rauf,HDPK Dharmasena,SJA Taufel,runs,116.0,England,['LJ Wright'],Afghanistan,England,field,Afghanistan,R Premadasa Stadium,322023220
Hambantota,2012-09-22,male,JJ Crowe,SJ Davis,RA Kettleborough,RJ Tucker,runs,32.0,South Africa,['AB de Villiers'],Sri Lanka,South Africa,field,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",322123221
Colombo,2012-09-22,male,RS Madugalle,HDPK Dharmasena,Aleem Dar,Asad Rauf,runs,17.0,Australia,['SR Watson'],Australia,West Indies,bat,West Indies,R Premadasa Stadium,322223222
,2012-09-23,male,GF Labrooy,NJ Llong,M Erasmus,BNJ Oxenford,runs,13.0,Pakistan,['Nasir Jamshed'],New Zealand,Pakistan,bat,Pakistan,Pallekele International Cricket Stadium,322323223
Colombo,2012-09-23,male,RS Madugalle,HDPK Dharmasena,Aleem Dar,SJA Taufel,runs,90.0,India,['Harbhajan Singh'],England,India,field,England,R Premadasa Stadium,322423224
Colombo,2012-09-24,male,RS Madugalle,SJA Taufel,Asad Rauf,HDPK Dharmasena,,,no result,,Ireland,West Indies,field,West Indies,R Premadasa Stadium,322523225
,2012-09-25,male,JJ Crowe,RJ Tucker,SJ Davis,IJ Gould,wickets,8.0,Pakistan,['Imran Nazir'],Bangladesh,Pakistan,bat,Bangladesh,Pallekele International Cricket Stadium,322623226
,2012-09-27,male,J Srinath,SJ Davis,Aleem Dar,SJA Taufel,,,tie,['TM Dilshan'],Sri Lanka,New Zealand,bat,New Zealand,Pallekele International Cricket Stadium,322723227
,2012-09-27,male,J Srinath,Aleem Dar,Asad Rauf,SJ Davis,runs,15.0,West Indies,['J Charles'],England,West Indies,bat,West Indies,Pallekele International Cricket Stadium,322823228
Colombo,2012-09-28,male,RS Madugalle,RA Kettleborough,IJ Gould,RJ Tucker,wickets,2.0,Pakistan,['Umar Gul'],Pakistan,South Africa,bat,South Africa,R Premadasa Stadium,322923229
Colombo,2012-09-28,male,RS Madugalle,IJ Gould,HDPK Dharmasena,RA Kettleborough,wickets,9.0,Australia,['SR Watson'],Australia,India,bat,India,R Premadasa Stadium,323023230
,2012-09-29,male,J Srinath,SJ Davis,Asad Rauf,SJA Taufel,wickets,6.0,England,['LJ Wright'],England,New Zealand,bat,New Zealand,Pallekele International Cricket Stadium,323123231
,2012-09-29,male,J Srinath,SJA Taufel,Aleem Dar,SJ Davis,wickets,9.0,Sri Lanka,['DPMD Jayawardene'],Sri Lanka,West Indies,bat,West Indies,Pallekele International Cricket Stadium,323223232
Colombo,2012-09-30,male,JJ Crowe,RA Kettleborough,HDPK Dharmasena,IJ Gould,wickets,8.0,Australia,['SR Watson'],Australia,South Africa,field,Australia,R Premadasa Stadium,323323233
Colombo,2012-09-30,male,JJ Crowe,HDPK Dharmasena,RA Kettleborough,RJ Tucker,wickets,8.0,India,['V Kohli'],India,Pakistan,bat,Pakistan,R Premadasa Stadium,323423234
,2012-10-01,male,J Srinath,SJA Taufel,Aleem Dar,Asad Rauf,,,tie,['SP Narine'],New Zealand,West Indies,field,New Zealand,Pallekele International Cricket Stadium,323523235
,2012-10-01,male,J Srinath,Asad Rauf,SJ Davis,SJA Taufel,runs,19.0,Sri Lanka,['SL Malinga'],Sri Lanka,England,field,England,Pallekele International Cricket Stadium,323623236
Colombo,2012-10-02,male,JJ Crowe,HDPK Dharmasena,IJ Gould,RA Kettleborough,runs,32.0,Pakistan,['Raza Hasan'],Australia,Pakistan,field,Australia,R Premadasa Stadium,323723237
Colombo,2012-10-02,male,JJ Crowe,IJ Gould,HDPK Dharmasena,RJ Tucker,runs,1.0,India,['Yuvraj Singh'],India,South Africa,field,South Africa,R Premadasa Stadium,323823238
Colombo,2012-10-04,male,JJ Crowe,IJ Gould,SJA Taufel,RJ Tucker,runs,16.0,Sri Lanka,['DPMD Jayawardene'],Sri Lanka,Pakistan,bat,Sri Lanka,R Premadasa Stadium,323923239
Colombo,2012-10-05,male,RS Madugalle,RA Kettleborough,Aleem Dar,HDPK Dharmasena,runs,74.0,West Indies,['CH Gayle'],Australia,West Indies,bat,West Indies,R Premadasa Stadium,324023240
Colombo,2012-10-07,male,JJ Crowe,RJ Tucker,Aleem Dar,SJA Taufel,runs,36.0,West Indies,['MN Samuels'],Sri Lanka,West Indies,bat,West Indies,R Premadasa Stadium,324123241
,2012-09-26,female,GF Labrooy,,BF Bowden,AL Hill,wickets,6.0,South Africa,['T Chetty'],Sri Lanka,South Africa,field,South Africa,Galle International Stadium,324223242
,2012-09-26,female,GF Labrooy,,NJ Llong,BNJ Oxenford,wickets,7.0,West Indies,['DJS Dottin'],New Zealand,West Indies,field,West Indies,Galle International Stadium,324323243
,2012-09-27,female,GF Labrooy,,AL Hill,BNJ Oxenford,runs,43.0,England,['LA Marsh'],England,Pakistan,field,Pakistan,Galle International Stadium,324423244
,2012-09-27,female,GF Labrooy,,BF Bowden,M Erasmus,wickets,8.0,Australia,['EA Osborne'],Australia,India,bat,India,Galle International Stadium,324523245
,2012-09-28,female,GF Labrooy,,NJ Llong,BNJ Oxenford,runs,22.0,New Zealand,['SFM Devine'],New Zealand,South Africa,field,South Africa,Galle International Stadium,324623246
,2012-09-28,female,GF Labrooy,,BF Bowden,AL Hill,runs,5.0,Sri Lanka,['CR Seneviratna'],Sri Lanka,West Indies,field,West Indies,Galle International Stadium,324723247
,2012-09-29,female,GF Labrooy,,BF Bowden,NJ Llong,runs,25.0,Australia,['JE Cameron'],Australia,Pakistan,bat,Australia,Galle International Stadium,324823248
,2012-09-29,female,GF Labrooy,,AL Hill,BNJ Oxenford,wickets,9.0,England,['CM Edwards'],England,India,bat,India,Galle International Stadium,324923249
,2012-09-30,female,GF Labrooy,,AL Hill,NJ Llong,wickets,10.0,West Indies,['SR Taylor'],South Africa,West Indies,field,West Indies,Galle International Stadium,325023250
,2012-09-30,female,GF Labrooy,,M Erasmus,BNJ Oxenford,wickets,8.0,New Zealand,['SJ McGlashan'],Sri Lanka,New Zealand,bat,Sri Lanka,Galle International Stadium,325123251
,2012-10-01,female,GF Labrooy,,BF Bowden,NJ Llong,runs,1.0,Pakistan,['Nida Dar'],India,Pakistan,bat,Pakistan,Galle International Stadium,325223252
,2012-10-01,female,GF Labrooy,,M Erasmus,AL Hill,wickets,7.0,England,['SJ Taylor'],Australia,England,bat,Australia,Galle International Stadium,325323253
Colombo,2012-10-04,female,GF Labrooy,AL Hill,M Erasmus,BNJ Oxenford,wickets,7.0,England,['CM Edwards'],England,New Zealand,field,England,R Premadasa Stadium,325423254
Colombo,2012-10-05,female,GF Labrooy,NJ Llong,BF Bowden,AL Hill,runs,28.0,Australia,['EA Perry'],Australia,West Indies,bat,Australia,R Premadasa Stadium,325523255
Colombo,2012-10-07,female,GF Labrooy,AL Hill,BF Bowden,M Erasmus,runs,4.0,Australia,['JE Cameron'],Australia,England,field,England,R Premadasa Stadium,325623256
Nottingham,2012-06-24,male,JJ Crowe,RJ Bailey,RK Illingworth,RA Kettleborough,wickets,7.0,England,['AD Hales'],England,West Indies,bat,West Indies,Trent Bridge,325723257
Chester-le-Street,2012-09-08,male,AJ Pycroft,MA Gough,RJ Bailey,RK Illingworth,wickets,7.0,South Africa,['DW Steyn'],England,South Africa,field,South Africa,Riverside Ground,325823258
Manchester,2012-09-10,male,AJ Pycroft,RT Robinson,RJ Bailey,RK Illingworth,,,no result,,England,South Africa,field,England,Old Trafford,325923259
Birmingham,2012-09-12,male,AJ Pycroft,PJ Hartley,RJ Bailey,RK Illingworth,runs,28.0,England,['JC Buttler'],England,South Africa,field,South Africa,Edgbaston,326023260
Mirpur,2011-11-29,male,J Srinath,Enamul Haque,Nadir Shah,Sharfuddoula,runs,50.0,Pakistan,['Mohammad Hafeez'],Bangladesh,Pakistan,bat,Pakistan,Shere Bangla National Stadium,326123261
St Lucia,2012-03-27,male,AJ Pycroft,N Duguid,GO Brathwaite,PJ Nero,wickets,8.0,Australia,['SR Watson'],West Indies,Australia,bat,West Indies,"Beausejour Stadium, Gros Islet",326223262
Barbados,2012-03-30,male,AJ Pycroft,N Duguid,PJ Nero,JS Wilson,runs,14.0,West Indies,['DR Smith'],West Indies,Australia,bat,West Indies,"Kensington Oval, Bridgetown",326323263
Canterbury,2012-06-26,female,DT Jukes,MJD Bodenham,TE Jesty,G Sharp,runs,33.0,England,['SJ Taylor'],England,India,field,India,St Lawrence Ground,326423264
Chelmsford,2012-06-28,female,DT Jukes,MA Gough,NGC Cowley,MJ Saggers,wickets,8.0,England,['SJ Taylor'],England,India,bat,India,County Ground,326523265
,2012-02-22,male,D Govindjee,,S George,D Odhiambo,wickets,6.0,Ireland,['GH Dockrell'],Kenya,Ireland,field,Ireland,Mombasa Sports Club Ground,326623266
,2012-02-23,male,D Govindjee,,S George,D Odhiambo,wickets,8.0,Ireland,['PR Stirling'],Kenya,Ireland,bat,Kenya,Mombasa Sports Club Ground,326723267
,2012-02-24,male,D Govindjee,,S George,D Odhiambo,runs,2.0,Ireland,['SO Ngoche'],Kenya,Ireland,bat,Ireland,Mombasa Sports Club Ground,326823268
,2012-03-13,male,AFG Griffith,,M Hawthorne,JS Wilson,runs,42.0,Netherlands,['Mudassar Bukhari'],Canada,Netherlands,bat,Netherlands,Dubai International Cricket Stadium,326923269
